Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Thu 03 Mar 2016 01:28:37,Miami,Las Palmeras Restaurante,35,2,Spanish,-80.368286,25.745745,"2500 SW 107 Ave, Suite 1, Miami, FL 33165 ",17865585271,458,4.5143,0,2,2,7,24,/Restaurant_Review-g34438-d6695204-Reviews-Las_Palmeras_Restaurante-Miami_Florida.html
Thu 03 Mar 2016 01:28:41,Miami,Ergon Greek Deli and Cuisine,1,2,Mediterranean,-80.24123,25.72802,"2982 Grand Ave, Miami, FL 33133 ",13054429280,1665,4.0,0,0,0,1,0,/Restaurant_Review-g34438-d9865078-Reviews-Ergon_Greek_Deli_and_Cuisine-Miami_Florida.html
Thu 03 Mar 2016 01:28:49,Miami,Silver Spoon Take-Out Jamaica Restaurant,4,NotFound,NotFound,-80.35665,25.59871,"18334 Homestead Ave, Miami, FL 33157-5534 ",7862930022,1079,4.75,0,0,0,1,3,/Restaurant_Review-g34438-d4193989-Reviews-Silver_Spoon_Take_Out_Jamaica_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:28:55,Miami,Feten Restaurant,NotFound,NotFound,NotFound,-80.25447,25.747684,"2475 Douglas Rd, Miami, FL 33145 ",3054441721,2620,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4196485-Reviews-Feten_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:29:05,Miami,Le Jardin,NotFound,NotFound,NotFound,-80.19319,25.846577,"195 NE 78th St, Miami, FL 33138-4857 ",7864640552,2815,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4182005-Reviews-Le_Jardin-Miami_Florida.html
Thu 03 Mar 2016 01:29:13,Miami,La Colina Comidas Rapidas,4,1,Latin,-80.37754,25.76828,"11200 W Flagler St, Miami, FL 33174-4210 ",13052252244,1802,5.0,0,0,0,0,4,/Restaurant_Review-g34438-d4192801-Reviews-La_Colina_Comidas_Rapidas-Miami_Florida.html
Thu 03 Mar 2016 01:29:22,Miami,Domino's Pizza,39,NotFound,Pizza,-80.2632,25.77871,"4150 NW 7th St, Ste 100B, Miami, FL 33126 ",3056423030,543,3.9487,1,0,10,17,11,/Restaurant_Review-g34438-d4182387-Reviews-Domino_s_Pizza-Miami_Florida.html
Thu 03 Mar 2016 01:29:28,Miami,Sparky's Roadside Barbecue,92,2,Barbecue,-80.18991,25.77508,"204 NE 1st St, Miami, FL 33132-2504 ",3053772877,339,4.3043,1,6,8,26,51,/Restaurant_Review-g34438-d1887506-Reviews-Sparky_s_Roadside_Barbecue-Miami_Florida.html
Thu 03 Mar 2016 01:29:34,Miami,La Real Foods,NotFound,NotFound,NotFound,-80.39107,25.646511,"13013 SW 122nd Ave, Miami, FL 33186-6240 ",3052326449,2658,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4192753-Reviews-La_Real_Foods-Miami_Florida.html
Thu 03 Mar 2016 01:29:44,Miami,Mi Cafeteria,NotFound,NotFound,NotFound,-80.410645,25.72939,"13349 SW 42nd St, Miami, FL 33175 ",3055519899,2712,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4182295-Reviews-Mi_Cafeteria-Miami_Florida.html
Thu 03 Mar 2016 01:29:52,Miami,Shalom-Haifa Restaurant,11,NotFound,Mediterranean,-80.14853,25.947128,"18533 W Dixie Hwy, Miami, FL 33180 ",3059361800,1800,3.7273,1,0,1,8,1,/Restaurant_Review-g34438-d879239-Reviews-Shalom_Haifa_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:29:59,Miami,Mercadito Catracho,NotFound,NotFound,Latin,-80.20732,25.77399,"765 W Flagler St, Miami, FL 33130 ",3056312510,2319,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d8686868-Reviews-Mercadito_Catracho-Miami_Florida.html
Thu 03 Mar 2016 01:30:06,Miami,Sushin Japanese Restaurant Restaurant,2,NotFound,Japanese,-80.38212,25.700912,"7175 SW 117th AVE, Miami, FL 33176-1598 ",3052713235,2114,2.5,0,1,1,0,0,/Restaurant_Review-g34438-d4706152-Reviews-Sushin_Japanese_Restaurant_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:30:19,Miami,Snappers Fish and Chicken,NotFound,NotFound,Seafood,-80.21589,25.942856,"18312 NW 7th Ave, Miami, FL 33169 ",3057702123,2364,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d5267168-Reviews-Snappers_Fish_and_Chicken-Miami_Florida.html
Thu 03 Mar 2016 01:30:27,Miami,Subway,NotFound,NotFound,NotFound,-80.34578,25.715357,"9326 SW 56th St, Miami, FL 33165 ",3054120127,2240,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4369676-Reviews-Subway-Miami_Florida.html
Thu 03 Mar 2016 01:30:41,Miami,San Miguel Market Cafeteria,NotFound,NotFound,NotFound,-80.23906,25.79614,"2600 NW 21st Ter, Miami, FL 33142 ",3056333484,3018,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4334657-Reviews-San_Miguel_Market_Cafeteria-Miami_Florida.html
Thu 03 Mar 2016 01:30:51,Miami,The Daily Creative Food Co.,119,2,American,-80.18848,25.795544,"2001 Biscayne Blvd, Ste 109, Miami, FL 33137-5056 ",3055734535,71,4.3445,1,3,7,51,57,/Restaurant_Review-g34438-d802716-Reviews-The_Daily_Creative_Food_Co-Miami_Florida.html
Thu 03 Mar 2016 01:31:19,Miami,Pan American Cafeteria,NotFound,NotFound,NotFound,-80.21461,25.778254,"445 NW 12th Ave, Miami, FL 33128 ",3055472587,3010,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4193397-Reviews-Pan_American_Cafeteria-Miami_Florida.html
Thu 03 Mar 2016 01:31:36,Miami,R House,92,NotFound,NotFound,-80.19898,25.80272,"2727 Northwest 2nd Avenue, Miami, FL 33127 ",7867662332,245,3.9674,7,5,11,30,39,/Restaurant_Review-g34438-d4855892-Reviews-R_House-Miami_Florida.html
Thu 03 Mar 2016 01:31:42,Miami,Sky Grille,4,NotFound,NotFound,-80.19151,25.772316,"100 SE 2nd St, Ste 1100, Miami, FL 33131-2131 ",3054234920,1749,3.5,0,1,0,3,0,/Restaurant_Review-g34438-d4941679-Reviews-Sky_Grille-Miami_Florida.html
Thu 03 Mar 2016 01:31:58,Miami,Latitude Partners Florida,NotFound,NotFound,NotFound,-80.181915,25.955828,"19575 NE 10th Ave, Miami, FL 33179-3501 ",7866290830,3099,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4192721-Reviews-Latitude_Partners_Florida-Miami_Florida.html
Thu 03 Mar 2016 01:32:02,Miami,Jag Enterprises,NotFound,NotFound,NotFound,-80.261055,25.711926,"4231 S Le Jeune Rd, Miami, FL 33146-1312 ",7863603720,2517,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4197610-Reviews-Jag_Enterprises-Miami_Florida.html
Thu 03 Mar 2016 01:32:13,Miami,Tien Hung Chinese Restaurant,2,NotFound,Chinese,-80.18764,25.91453,"15154 NE 6th Ave, Miami, FL 33162-5034 ",3059409398,1767,3.0,0,1,0,1,0,/Restaurant_Review-g34438-d928367-Reviews-Tien_Hung_Chinese_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:32:25,Miami,La Fritangona,NotFound,NotFound,NotFound,-80.44599,25.682116,"8901 SW 157th Ave, Miami, FL 33196 ",3054085098,2365,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4556610-Reviews-La_Fritangona-Miami_Florida.html
Thu 03 Mar 2016 01:32:31,Miami,Benihana,129,NotFound,Japanese,-80.33688,25.82152,"8750 North West 36th Street, Suite 300, Miami, FL 33178 ",NotFound,82,4.3566,3,2,10,45,69,/Restaurant_Review-g34438-d466121-Reviews-Benihana-Miami_Florida.html
Thu 03 Mar 2016 01:32:47,Miami,Mikes's and Sons Pizzeria and Italian Restaurant,1,NotFound,Italian,-80.4397,25.727245,"4254 SW 152nd Ave, Miami, FL 33185 ",3055512040,1608,4.0,0,0,0,1,0,/Restaurant_Review-g34438-d4196480-Reviews-Mikes_s_and_Sons_Pizzeria_and_Italian_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:32:53,Miami,Seaman Cafe,2,NotFound,NotFound,-80.17878,25.778349,"1180 S America Way, Miami, FL 33132 ",3053744722,2182,2.5,1,0,0,1,0,/Restaurant_Review-g34438-d4194069-Reviews-Seaman_Cafe-Miami_Florida.html
Thu 03 Mar 2016 01:33:09,Miami,Al Carbon,15,NotFound,South American,-80.2318,25.75048,"2280 Coral Way, Miami, FL 33145 ",3058563366,1167,4.0667,1,1,2,3,8,/Restaurant_Review-g34438-d1493937-Reviews-Al_Carbon-Miami_Florida.html
Thu 03 Mar 2016 01:33:13,Miami,Forty Four Cafe,1,NotFound,Latin,-80.192764,25.775003,"44 NE 1st street, Miami, FL 33132 ",3053733060,933,5.0,0,0,0,0,1,/Restaurant_Review-g34438-d3929008-Reviews-Forty_Four_Cafe-Miami_Florida.html
Thu 03 Mar 2016 01:33:27,Miami,Burger King,1,NotFound,NotFound,-80.41668,25.71434,"13704 SW 56th St, Miami, FL 33175 ",3054082830,2015,3.0,0,0,1,0,0,/Restaurant_Review-g34438-d4207914-Reviews-Burger_King-Miami_Florida.html
Thu 03 Mar 2016 01:33:32,Miami,Papa John's,3,NotFound,NotFound,-80.24565,25.727959,"3201 Grand Ave, Miami, FL 33133 ",3055298859,1773,3.6667,0,1,0,1,1,/Restaurant_Review-g34438-d4207576-Reviews-Papa_John_s-Miami_Florida.html
Thu 03 Mar 2016 01:33:47,Miami,Boston Market,24,NotFound,American,-80.14569,25.960842,"21175 Biscayne Blvd, Miami, FL 33180 ",3059370800,573,4.0,1,1,2,13,7,/Restaurant_Review-g34438-d4192748-Reviews-Boston_Market-Miami_Florida.html
Thu 03 Mar 2016 01:33:53,Miami,La Cremita Cafeteria,NotFound,NotFound,NotFound,-80.23961,25.75036,"2761 Coral Way, Miami, FL 33145 ",3054443080,3085,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4192756-Reviews-La_Cremita_Cafeteria-Miami_Florida.html
Thu 03 Mar 2016 01:34:05,Miami,20 Ceviches,2,2,NotFound,-80.188896,25.774809,"245 East Flagler Street, Miami, FL 33131 ",13052719265,1258,4.5,0,0,0,1,1,/Restaurant_Review-g34438-d8567186-Reviews-20_Ceviches-Miami_Florida.html
Thu 03 Mar 2016 01:34:12,Miami,Giardino Gourmet Salads,24,NotFound,NotFound,-80.290215,25.778027,"5787 NW 7th St, Miami, FL 33126 ",3052650004,531,4.3333,1,0,2,8,13,/Restaurant_Review-g34438-d4193970-Reviews-Giardino_Gourmet_Salads-Miami_Florida.html
Thu 03 Mar 2016 01:34:22,Miami,Pueblito Paisa Miami,4,1,South American,-80.47556,25.55057,"17480 sw 232 st, Miami, FL 33170 ",7865191074,2180,2.25,2,1,0,0,1,/Restaurant_Review-g34438-d2535740-Reviews-Pueblito_Paisa_Miami-Miami_Florida.html
Thu 03 Mar 2016 01:34:28,Miami,Lots Of Lox Deli,21,NotFound,NotFound,-80.339325,25.630983,"14995 S Dixie Hwy, Miami, FL 33176 ",3052522010,802,4.0,2,1,1,8,9,/Restaurant_Review-g34438-d4712510-Reviews-Lots_Of_Lox_Deli-Miami_Florida.html
Thu 03 Mar 2016 01:34:36,Miami,Lilly's Gastronomia,NotFound,NotFound,NotFound,-80.197,25.94373,"18330 NE 2nd Ave, Miami, FL 33179-4424 ",3056552111,3069,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4192788-Reviews-Lilly_s_Gastronomia-Miami_Florida.html
Thu 03 Mar 2016 01:34:47,Miami,Choices Cafe,29,2,Latin,-80.18355,25.847715,"646 NE 79th St, Miami, FL 33138 ",7868038352,294,4.3448,0,2,2,9,16,/Restaurant_Review-g34438-d6456637-Reviews-Choices_Cafe-Miami_Florida.html
Thu 03 Mar 2016 01:34:48,Miami,Txoko Miami,NotFound,NotFound,NotFound,-80.19033,25.791447,"221 NE 17th st, Miami, FL 33132 ",3057714510,2901,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4836912-Reviews-Txoko_Miami-Miami_Florida.html
Thu 03 Mar 2016 01:34:59,Miami,Football Sandwich Shop,8,NotFound,NotFound,-80.19301,25.85328,"8484 NE 2nd Ave, Miami, FL 33138 ",3057593602,1202,4.375,0,0,2,1,5,/Restaurant_Review-g34438-d4193478-Reviews-Football_Sandwich_Shop-Miami_Florida.html
Thu 03 Mar 2016 01:35:07,Miami,Passion Pizza,1,NotFound,NotFound,-80.21918,25.883476,"1229 NW 119th St, Miami, FL 33167 ",3056814608,2056,3.0,0,0,1,0,0,/Restaurant_Review-g34438-d4204382-Reviews-Passion_Pizza-Miami_Florida.html
Thu 03 Mar 2016 01:35:18,Miami,Starlite Cafe,65,NotFound,Italian,-80.13124,25.77768,"750 Ocean, Miami Beach, Miami, FL 33139 (Formerly Starlite Hotel)",3055342161,574,3.9231,13,0,4,10,38,/Restaurant_Review-g34438-d4115197-Reviews-Starlite_Cafe-Miami_Florida.html
Thu 03 Mar 2016 01:35:26,Miami,Taco Bell,8,NotFound,Mexican,-80.41303,25.62625,"13550 SW 152nd St, Miami, FL 33177 ",3052546141,1698,4.0,1,0,0,4,3,/Restaurant_Review-g34438-d4207580-Reviews-Taco_Bell-Miami_Florida.html
Thu 03 Mar 2016 01:35:33,Miami,Kaori Sushi Express,11,2,Sushi,-80.18746,25.773352,"100 S Biscayne Blvd Ste 116, Miami, FL 33131 ",3053737332,866,4.0909,0,0,1,8,2,/Restaurant_Review-g34438-d909034-Reviews-Kaori_Sushi_Express-Miami_Florida.html
Thu 03 Mar 2016 01:35:48,Miami,Che Tito's I,13,NotFound,NotFound,-80.39272,25.686,"12018 SW 88th St, Miami, FL 33186 ",3052717700,817,4.2308,0,0,3,4,6,/Restaurant_Review-g34438-d4192835-Reviews-Che_Tito_s_I-Miami_Florida.html
Thu 03 Mar 2016 01:35:56,Miami,Miami Smokers Urban Smokehouse,7,NotFound,Barbecue,-80.239494,25.775656,"306 NW 27th Ave, Miami, FL 33125 ",7865205420,567,4.8571,0,0,0,1,6,/Restaurant_Review-g34438-d7892886-Reviews-Miami_Smokers_Urban_Smokehouse-Miami_Florida.html
Thu 03 Mar 2016 01:36:05,Miami,Snappers Fish & Chicken,1,NotFound,Seafood,-80.22454,25.82419,"5330 NW 17th Ave, Miami, FL 33142 ",3056918540,923,5.0,0,0,0,0,1,/Restaurant_Review-g34438-d4204874-Reviews-Snappers_Fish_Chicken-Miami_Florida.html
Thu 03 Mar 2016 01:36:16,Miami,Chili's,15,NotFound,Mexican,-80.31273,25.688316,"8815 SW 72nd Pl, Miami, FL 33156 ",3056700727,1524,3.4,4,1,1,3,6,/Restaurant_Review-g34438-d4182168-Reviews-Chili_s-Miami_Florida.html
Thu 03 Mar 2016 01:36:21,Miami,Brava,20,NotFound,Spanish,-80.18864,25.787683,"1300 Biscayne Blvd, Miami, FL 33132 ",7864682277,1841,3.2,4,3,2,7,4,/Restaurant_Review-g34438-d7359564-Reviews-Brava-Miami_Florida.html
Thu 03 Mar 2016 01:36:33,Miami,Super Pizza One,3,NotFound,Pizza,-80.40196,25.729662,"12835 SW 42nd St, Miami, FL 33175 ",13052231177,1900,3.3333,1,0,0,1,1,/Restaurant_Review-g34438-d3420416-Reviews-Super_Pizza_One-Miami_Florida.html
Thu 03 Mar 2016 01:36:39,Miami,Momi Ramen,54,NotFound,Japanese,-80.19355,25.763657,"5 SW 11th Street, Miami, FL ",NotFound,518,3.8704,7,1,6,18,22,/Restaurant_Review-g34438-d4041109-Reviews-Momi_Ramen-Miami_Florida.html
Thu 03 Mar 2016 01:36:59,Miami,Pizza Hut,2,NotFound,Pizza,-80.43823,25.698345,"7333 SW 152nd Ave, Miami, FL 33193 ",3053873003,1785,3.5,0,0,1,1,0,/Restaurant_Review-g34438-d4182272-Reviews-Pizza_Hut-Miami_Florida.html
Thu 03 Mar 2016 01:37:17,Miami,Beit Burger,6,NotFound,American,-80.19406,25.77387,"16 NE Flaglers Street, Miami, FL ",3053713161,875,4.6667,0,0,0,2,4,/Restaurant_Review-g34438-d3743212-Reviews-Beit_Burger-Miami_Florida.html
Thu 03 Mar 2016 01:37:27,Miami,Choi's Kitchen,NotFound,NotFound,NotFound,-80.37815,25.868464,"10505 NW 112 Ave, Miami, FL 33178 ",3058881288,2958,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4810480-Reviews-Choi_s_Kitchen-Miami_Florida.html
Thu 03 Mar 2016 01:37:30,Miami,Subway,3,NotFound,NotFound,-80.18913,25.79998,"2336 Biscayne Blvd, Miami, FL 33137 ",3055719088,1911,3.6667,0,0,2,0,1,/Restaurant_Review-g34438-d4369040-Reviews-Subway-Miami_Florida.html
Thu 03 Mar 2016 01:37:42,Miami,Mi Sandwich Cubano Kendall,NotFound,NotFound,NotFound,-80.40166,25.72967,"12805 SW 42 ST, Miami, FL 33175 ",7868006973,2424,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d5073508-Reviews-Mi_Sandwich_Cubano_Kendall-Miami_Florida.html
Thu 03 Mar 2016 01:37:47,Miami,Poneloya Cafe,NotFound,NotFound,NotFound,-80.36063,25.768684,"10170 W Flagler St, Miami, FL 33174 ",3054809166,3045,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4192837-Reviews-Poneloya_Cafe-Miami_Florida.html
Thu 03 Mar 2016 01:38:00,Miami,Chicken Kitchen,37,2,NotFound,-80.28535,25.703138,"7315 SW 57th Avenue, Miami, FL 33143 ",3056690099,1203,3.6486,4,1,9,13,10,/Restaurant_Review-g34438-d786209-Reviews-Chicken_Kitchen-Miami_Florida.html
Thu 03 Mar 2016 01:38:02,Miami,Domino's Pizza,1,NotFound,Pizza,-80.41592,25.732237,"3820 SW 137th Ave, Miami, FL 33175 ",3055526953,2017,3.0,0,0,1,0,0,/Restaurant_Review-g34438-d4889038-Reviews-Domino_s_Pizza-Miami_Florida.html
Thu 03 Mar 2016 01:38:18,Miami,Komodo,25,4,Asian,-80.19038,25.7657,"801 Brickell Avenue, Miami, FL 33131 ",13055342211,276,4.2,0,1,6,5,13,/Restaurant_Review-g34438-d8704204-Reviews-Komodo-Miami_Florida.html
Thu 03 Mar 2016 01:38:26,Miami,All Star Pizza,4,NotFound,NotFound,-80.41609,25.660671,"11280 SW 137th Ave, Miami, FL 33186 ",3053851400,1413,4.0,0,0,0,4,0,/Restaurant_Review-g34438-d4192768-Reviews-All_Star_Pizza-Miami_Florida.html
Thu 03 Mar 2016 01:38:46,Miami,Fresh Cafe,1,NotFound,NotFound,-80.18558,25.828815,"5701 Biscayne Blvd, Apt 502, Miami, FL 33137 ",3053792525,2034,3.0,0,0,1,0,0,/Restaurant_Review-g34438-d4207614-Reviews-Fresh_Cafe-Miami_Florida.html
Thu 03 Mar 2016 01:38:55,Miami,Runway Grille,2,NotFound,Vegan,-80.318054,25.791843,"7415 NW 19th Street, Miami, FL 33166 ",3054363030,1853,3.5,0,0,1,1,0,/Restaurant_Review-g34438-d6703080-Reviews-Runway_Grille-Miami_Florida.html
Thu 03 Mar 2016 01:39:04,Miami,Gourmet Store Inc,4,1,Cafe,-80.19524,25.783123,"915 North West 1st Avenue #63, Miami, FL 33136 ",13053793632,777,4.75,0,0,0,1,3,/Restaurant_Review-g34438-d8507525-Reviews-Gourmet_Store_Inc-Miami_Florida.html
Thu 03 Mar 2016 01:39:14,Miami,Chuck Wagon Restaurant,11,NotFound,NotFound,-80.3828,25.69719,"7628 SW 117th Ave, Miami, FL 33183 ",3052742263,762,4.1818,0,1,0,6,4,/Restaurant_Review-g34438-d4182241-Reviews-Chuck_Wagon_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:39:22,Miami,Panera Bread,11,NotFound,NotFound,-80.33308,25.642822,"13617 S Dixie Hwy, Miami, FL 33176-7297 ",3059697018,1761,3.6364,0,1,3,6,1,/Restaurant_Review-g34438-d6540816-Reviews-Panera_Bread-Miami_Florida.html
Thu 03 Mar 2016 01:39:35,Miami,Pollo Tropical,39,NotFound,NotFound,-80.18951,25.809267,"3499 Biscayne Blvd, Miami, FL 33137 ",3055729844,434,4.0513,2,0,6,17,14,/Restaurant_Review-g34438-d4182055-Reviews-Pollo_Tropical-Miami_Florida.html
Thu 03 Mar 2016 01:39:38,Miami,Los Chamos,3,NotFound,Venezuelan,-80.25551,25.7153,"Food truck, Miami, FL ",NotFound,2126,3.0,0,2,0,0,1,/Restaurant_Review-g34438-d2291237-Reviews-Los_Chamos-Miami_Florida.html
Thu 03 Mar 2016 01:39:55,Miami,Hing’s Chinese Restaurant,NotFound,NotFound,Chinese,-80.23057,25.77974,"2156 NW 7th St, Miami, FL 33125 ",3056432888,3153,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4204388-Reviews-Hing_s_Chinese_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:40:15,Miami,Subway,5,NotFound,NotFound,-80.22091,25.76568,"1575 SW 8th St, Miami, FL 33135 ",3055418455,1498,3.6,1,0,0,3,1,/Restaurant_Review-g34438-d4369360-Reviews-Subway-Miami_Florida.html
Thu 03 Mar 2016 01:40:28,Miami,Havana Sabor Cafe,2,NotFound,NotFound,-80.24793,25.77884,"3210 NW 7th St, Miami, FL 33125 ",3053810398,1301,4.5,0,0,0,1,1,/Restaurant_Review-g34438-d5485922-Reviews-Havana_Sabor_Cafe-Miami_Florida.html
Thu 03 Mar 2016 01:40:33,Miami,Ling-Nam Restaurant,NotFound,NotFound,NotFound,-80.30354,25.749376,"2261 Ludlam Rd, Miami, FL 33155 ",3052638080,3022,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4206092-Reviews-Ling_Nam_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:40:39,Miami,Burrito Express LLC,NotFound,NotFound,Mexican,-80.19245,25.773783,"48 E Flagler St, Ste M44, Miami, FL 33131-1035 ",3055779776,2893,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g34438-d4502856-Reviews-Burrito_Express_LLC-Miami_Florida.html
Thu 03 Mar 2016 01:40:49,Miami,Don Burrito,5,NotFound,Mexican,-80.35688,25.701456,"10043 SW 72nd St, Miami, FL 33173-4623 ",3052749794,1968,3.6,0,2,0,1,2,/Restaurant_Review-g34438-d4207871-Reviews-Don_Burrito-Miami_Florida.html
Thu 03 Mar 2016 01:40:56,Miami,KFC,27,NotFound,American,-80.20751,25.8094,"3515 NW 7th Ave, Miami, FL 33127-3307 ",3056330603,740,3.963,1,2,4,10,10,/Restaurant_Review-g34438-d896300-Reviews-KFC-Miami_Florida.html
Thu 03 Mar 2016 01:41:10,Miami,Pretzel Twister,6,NotFound,NotFound,-80.18821,25.77868,"401 Biscayne Blvd Apt 2205, Miami, FL 33132 ",3053584390,724,4.8333,0,0,0,1,5,/Restaurant_Review-g34438-d4181622-Reviews-Pretzel_Twister-Miami_Florida.html
Thu 03 Mar 2016 01:41:17,Miami,Raja's Indian Cuisine Incorporated,17,NotFound,Indian,-80.19025,25.7746,"33 NE 2nd Ave, Miami, FL 33132-2507 ",3055399551,2081,2.5294,4,4,5,4,0,/Restaurant_Review-g34438-d466655-Reviews-Raja_s_Indian_Cuisine_Incorporated-Miami_Florida.html
Thu 03 Mar 2016 01:41:29,Miami,Latin American Restaurant,5,NotFound,NotFound,-80.39203,25.68812,"8601 SW 124 Ave, Miami, FL 33183 ",3053577999,1196,4.0,0,0,1,3,1,/Restaurant_Review-g34438-d4204387-Reviews-Latin_American_Restaurant-Miami_Florida.html
Thu 03 Mar 2016 01:41:33,Miami,100 Montaditos,94,NotFound,Spanish,-80.19345,25.8078,"3252 NE 1st Ave, Ste 104, Miami, FL 33137 (Formerly Cerveceria 100 Montaditos)",3059214373,300,4.0638,1,5,14,41,33,/Restaurant_Review-g34438-d4562613-Reviews-100_Montaditos-Miami_Florida.html
