OTTime,OTCity,OTName,OTIndex,OTReviewCount,OTPrice,OTCuisine,OTLongitude,OTLatitude,OTAddress,OTPhoneNumber,OTMeanRating,OT1,OT2,OT3,OT4,OT5,OTLink,TATime,TACity,TAName,TAReviewCount,TAPrice,TACuisine,TALongitude,TALatitude,TAAddress,TAPhoneNumber,TARanking,TAMeanRating,TA1,TA2,TA3,TA4,TA5,TALink
Thu 03 Mar 2016 02:19:50,LosAngeles,Broken Spanish,345,130,3,Mexican,-118.263665,34.04287,"1050 S Flower StLos Angeles, CA  90015",2137491460,4.0763,5,7,23,34,62,/broken-spanish,Thu 03 Mar 2016 18:30:09,LosAngeles,Rivera,85,4,Spanish,-118.26368,34.043102,"1050 S. Flower St, Los Angeles, CA 90015  (11th ST) ",2137491460,451,4.3647,3,3,5,23,51,/Restaurant_Review-g32655-d1405348-Reviews-Rivera-Los_Angeles_California.html
Thu 03 Mar 2016 02:20:33,LosAngeles,Esterel,791,173,2,ContemporaryFrench/American,-118.378827,34.076385,"8555 Beverly BlvdLos Angeles, CA  90048",3103583979,3.8613,7,22,31,41,72,/esterel,Thu 03 Mar 2016 06:48:55,LosAngeles,Esterel,38,4,French,-118.37748,34.076313,"8555 Beverly Blvd, Los Angeles, CA  (La Cienega Blvd. @ Beverly Blvd.) ",3103583979,874,3.9474,1,1,6,21,9,/Restaurant_Review-g32655-d3749008-Reviews-Esterel-Los_Angeles_California.html
Thu 03 Mar 2016 02:30:09,LosAngeles,Arroyo Chop House,103,1436,4,Steakhouse,-118.147267,34.136531,"536 South Arroyo ParkwayPasadena, CA  91105",6265777463,4.3953,12,61,145,348,871,/arroyo-chop-house,Fri 25 Mar 2016 19:00:50,Pasadena,Arroyo Chop House,170,4,American,-118.14701,34.1366,"536 S Arroyo Pkwy, Pasadena, CA 91105-2520  (California Ave.) ",16265777463,7,4.3765,5,6,13,42,104,/Restaurant_Review-g32859-d343317-Reviews-Arroyo_Chop_House-Pasadena_California.html
Thu 03 Mar 2016 02:31:46,LosAngeles,Caffe Roma,421,102,2,Italian,-118.400219,34.070445,"350 N. Canon Dr.Beverly Hills, CA  90210",3102747834,3.7822,7,9,20,28,37,/caffe-roma,Fri 25 Mar 2016 18:37:08,BHills,Caffe Roma,64,3,Italian,-118.400185,34.070503,"350 N Canon Dr, Ste 13, Beverly Hills, CA 90210-4759  (Brighton Way) ",3102747834,51,4.0312,4,1,9,25,25,/Restaurant_Review-g32070-d485834-Reviews-Caffe_Roma-Beverly_Hills_California.html
Thu 03 Mar 2016 02:40:11,LosAngeles,The Independence,1087,22,2,American,-118.495399,34.01385,"205 BroadwaySanta Monica, CA  90401",3104582500,3.5455,2,2,6,6,6,/the-independence,Fri 25 Mar 2016 19:12:00,SantaMonica,The Independence,195,3,American,-118.49541,34.01366,"205 Broadway, Santa Monica, CA 90401-2311  (2nd Street) ",13104582500,65,4.0714,5,7,27,87,70,/Restaurant_Review-g33052-d1027257-Reviews-The_Independence-Santa_Monica_California.html
Thu 03 Mar 2016 02:40:45,LosAngeles,Ocean Prime - Beverly Hills,1637,272,3,Seafood,-118.402443,34.067528,"9595 Wilshire BlvdBeverly Hills, CA  90212",3108594818,4.2518,9,18,27,61,159,/ocean-prime-beverly-hills,Fri 25 Mar 2016 18:43:05,BHills,Ocean Prime,77,NotFound,American,-118.402565,34.067577,"9595 Wilshire Boulevard, Beverly Hills, CA 90212 ",13108594818,35,4.2597,5,1,8,18,45,/Restaurant_Review-g32070-d7088673-Reviews-Ocean_Prime-Beverly_Hills_California.html
Thu 03 Mar 2016 02:50:19,LosAngeles,The Royce Wood-Fired Steakhouse at the Langham,1996,351,4,Steakhouse,-118.1327,34.1218,"1401 South Oak Knoll Ave.Pasadena, CA  91106",6265856410,4.4074,3,18,42,58,230,/the-royce-wood-fired-steakhouse-at-the-langham,Fri 25 Mar 2016 18:58:38,Pasadena,The Royce at The Langham,142,4,American,-118.13365,34.120335,"1401 South Oak Knoll Avenue, The Langham Huntington, Pasadena, CA 91106 (Formerly The Dining Room at The Langham) (Wentworth) ",16265856410,18,4.331,6,6,12,29,89,/Restaurant_Review-g32859-d507216-Reviews-The_Royce_at_The_Langham-Pasadena_California.html
Thu 03 Mar 2016 02:59:14,LosAngeles,McKay's,1471,186,2,Californian,-118.281362,34.019703,"3540 South Figueroa StLos Angeles, CA  90007",2137434111,3.586,8,24,48,63,43,/mckays,Fri 04 Mar 2016 01:12:00,LosAngeles,McKay's,26,3,Eastern European,-118.28098,34.01957,"3540 South Figueroa St, Los Angeles, CA 90007  (Exposition) ",2137434111,2567,3.5769,1,1,9,12,3,/Restaurant_Review-g32655-d1308440-Reviews-McKay_s-Los_Angeles_California.html
Thu 03 Mar 2016 03:05:08,LosAngeles,Da Pasquale Trattoria Italiana,607,362,3,Italian,-118.408046,34.068096,"9749 Santa Monica Blvd.Beverly Hills, CA  90210",3108593884,4.2624,5,16,47,105,189,/da-pasquale-trattoria-italiana,Fri 25 Mar 2016 18:43:21,BHills,Da Pasquale,141,3,Italian,-118.4083,34.068096,"9749 Santa Monica Blvd, Beverly Hills, CA 90210-4201  (Wilshire Blvd) ",3108593884,13,4.461,0,3,11,45,82,/Restaurant_Review-g32070-d348180-Reviews-Da_Pasquale-Beverly_Hills_California.html
Thu 03 Mar 2016 03:06:54,LosAngeles,Malbec - Santa Monica,1407,246,2,Argentinean,-118.476638,34.036505,"2628 Wilshire Blvd.Santa Monica, CA  90403",3103155457,4.1643,6,15,39,87,133,/ushuaia-argentinean-steakhouse,Fri 25 Mar 2016 19:09:26,SantaMonica,Ushuaia Argentinean Steakhouse,54,3,Steakhouse,-118.47673,34.03659,"2628 Wilshire Blvd, Santa Monica, CA 90403  (East of 26th Street) ",3103155457,85,4.463,0,1,3,20,30,/Restaurant_Review-g33052-d3238700-Reviews-Ushuaia_Argentinean_Steakhouse-Santa_Monica_California.html
Thu 03 Mar 2016 03:11:06,LosAngeles,Nick & Stef’s Steakhouse - Los Angeles,1610,1411,3,Steakhouse,-118.2524,34.053,"330 S. Hope St.Los Angeles, CA  90071",2136800330,4.0437,35,122,193,465,604,/nick-and-stefs-steakhouse-los-angeles,Fri 04 Mar 2016 04:18:02,LosAngeles,Nick & Stef's Steakhouse,106,4,American,-118.25209,34.053345,"330 S Hope St, Los Angeles, CA 90071  (Between 3rd & 4th) ",12136800330,281,4.0472,2,9,13,40,42,/Restaurant_Review-g32655-d364770-Reviews-Nick_Stef_s_Steakhouse-Los_Angeles_California.html
Thu 03 Mar 2016 03:15:34,LosAngeles,Blvd 16 - Hotel Palomar Beverly Hills,290,298,2,American,-118.437604,34.060468,"10740 Wilshire BoulevardLos Angeles, CA  90024",3104747765,3.8963,2,28,66,106,97,/blvd-16-hotel-palomar-beverly-hills,Thu 03 Mar 2016 20:10:20,LosAngeles,BLVD 16,87,2,American,-118.43749,34.0602,"10740 Wilshire Blvd., Suite 101, Los Angeles, CA 90024  (Selby) ",13104747765,583,4.1149,2,4,13,31,37,/Restaurant_Review-g32655-d1312361-Reviews-BLVD_16-Los_Angeles_California.html
Thu 03 Mar 2016 03:23:42,LosAngeles,Hummus Bar & Grill,1063,163,2,Mediterranean,-118.542277,34.17132,"18743 Ventura Blvd.Tarzana, CA  91356",8183446606,4.1455,1,10,19,69,66,/hummus-bar-and-grill,Thu 03 Mar 2016 13:05:03,LosAngeles,The Hummus Bar & Grill,46,2,Mediterranean,-118.54155,34.17171,"18743 Ventura Boulevard, Los Angeles, CA 91356  (Burbank Blvd.) ",18183446606,345,4.3261,1,1,2,20,22,/Restaurant_Review-g32655-d1047440-Reviews-The_Hummus_Bar_Grill-Los_Angeles_California.html
Thu 03 Mar 2016 03:23:58,LosAngeles,Max's Restaurant - Cuisine of the Philippines,1468,6,2,Filipino,-118.258664,34.147091,"313 W BroadwayGlendale, CA  91204",8186377751,4.1667,0,0,2,1,3,/maxs-restaurant-cuisine-of-the-philippines-glendale,Sat 26 Mar 2016 08:10:18,Glendale,Max's of Manila,52,NotFound,Asian,-118.258606,34.147102,"313 W Broadway, Glendale, CA 91204-1301 ",8186377751,26,4.0,0,5,6,25,16,/Restaurant_Review-g32431-d376303-Reviews-Max_s_of_Manila-Glendale_California.html
Thu 03 Mar 2016 03:28:38,LosAngeles,Red Room Food and Wine Bar,1922,80,2,ContemporaryAmerican,-118.514044,34.161641,"17499 Ventura Blvd.Encino, CA  91316",8183860278,4.1375,2,5,6,34,33,/red-room-food-and-wine-bar,Fri 04 Mar 2016 10:44:11,LosAngeles,Red Room Food and Wine Bar,5,NotFound,Wine Bar,-118.51398,34.161835,"17499 Ventura Blvd., Los Angeles, CA ",8183860278,1597,4.2,0,0,0,4,1,/Restaurant_Review-g32655-d4765512-Reviews-Red_Room_Food_and_Wine_Bar-Los_Angeles_California.html
Thu 03 Mar 2016 03:30:18,LosAngeles,Il Cielo Gardens Restaurant & Bar,1074,959,3,Italian,-118.388304,34.072071,"9018 Burton WayBeverly Hills, CA  90211",3102769990,4.3108,20,45,102,244,551,/il-cielo-gardens-restaurant-and-bar,Fri 25 Mar 2016 18:39:09,BHills,Il Cielo,166,4,Italian,-118.38838,34.071934,"9018 Burton Way, Beverly Hills, CA 90211-1618  (Doheny Drive) ",3102769990,11,4.512,0,3,16,40,107,/Restaurant_Review-g32070-d348156-Reviews-Il_Cielo-Beverly_Hills_California.html
Thu 03 Mar 2016 03:32:09,LosAngeles,Cafe Fiore - Woodland Hills,395,286,2,Italian,-118.599826,34.178906,"21550 Oxnard St., Ste 125Woodland Hills, CA  91364",8188884514,3.9231,9,23,56,91,107,/cafe-fiore-woodland-hills,Fri 04 Mar 2016 00:23:12,LosAngeles,Cafe Fiore,15,3,Italian,-118.59959,34.17918,"21550 Oxnard St., Ste 125, Los Angeles, CA 91364 ",8188884514,1233,4.1333,0,1,2,6,6,/Restaurant_Review-g32655-d3640338-Reviews-Cafe_Fiore-Los_Angeles_California.html
Thu 03 Mar 2016 03:34:15,LosAngeles,Chi Dynasty,520,1,2,Chinese,-118.287904,34.104201,"1813 Hillhurst AveLos Angeles, CA  90027",3236673388,5.0,0,0,0,0,1,/chi-dynasty,Fri 04 Mar 2016 02:36:05,LosAngeles,Chi Dynasty,27,3,Chinese,-118.2879,34.104202,"1813 Hillhurst Ave, Los Angeles, CA 90027 ",3236673388,2768,4.0,2,1,5,6,13,/Restaurant_Review-g32655-d338902-Reviews-Chi_Dynasty-Los_Angeles_California.html
Thu 03 Mar 2016 03:34:48,LosAngeles,Home Restaurant - Los Feliz,1040,127,2,American,-118.28718,34.102947,"1760 Hillhurst AvenueLos Angeles, CA  90039",3236690211,4.3516,3,6,8,37,74,/home-restaurant-los-feliz,Fri 04 Mar 2016 04:12:21,LosAngeles,Home Restaurant,84,3,American,-118.28719,34.10296,"1760 Hillhurst Ave, Los Angeles, CA 90027-4443 ",3236690211,338,4.0952,2,3,14,31,34,/Restaurant_Review-g32655-d364778-Reviews-Home_Restaurant-Los_Angeles_California.html
Thu 03 Mar 2016 03:37:08,LosAngeles,Hedley's Restaurant,1015,60,2,American,-118.38538,34.08198,"640 N. Robertson BlvdWest Hollywood, CA  90069",3106592009,4.2833,0,4,5,21,30,/hedleys-restaurant,Fri 04 Mar 2016 07:07:58,LosAngeles,Hedley's,10,2,American,-118.38551,34.081978,"640 N Robertson Blvd, Los Angeles, CA 90069  (Santa Monica Blvd.) ",3106592009,2611,3.9,2,0,1,1,6,/Restaurant_Review-g32655-d350133-Reviews-Hedley_s-Los_Angeles_California.html
Thu 03 Mar 2016 03:39:38,LosAngeles,Kabuki Japanese Restaurant - Howard Hughes Center,1152,18,2,Japanese,-118.391949,33.978034,"6081 Center DrSuite 203Los Angeles, CA  90045",3106415524,4.2778,0,1,3,4,10,/kabuki-japanese-restaurant-howard-hughes-center,Thu 03 Mar 2016 02:09:26,LosAngeles,Kabuki Japanese Restaurant,52,2,Japanese,-118.39287,33.97807,"6081 Center Dr #203, Los Angeles, CA 90045 ",3106415524,455,4.1346,2,3,4,20,23,/Restaurant_Review-g32655-d349675-Reviews-Kabuki_Japanese_Restaurant-Los_Angeles_California.html
Thu 03 Mar 2016 03:44:44,LosAngeles,Wilshire,2468,1052,3,Californian,-118.478829,34.034903,"2454 Wilshire BoulevardSanta Monica, CA  90404",3105861707,3.9352,28,88,197,380,387,/wilshire,Fri 25 Mar 2016 18:35:07,SantaMonica,Wilshire Restaurant,80,2,NotFound,-118.47846,34.034985,"2454 Wilshire Blvd, Santa Monica, CA 90403 ",3105861707,130,3.95,3,2,22,22,31,/Restaurant_Review-g33052-d897033-Reviews-Wilshire_Restaurant-Santa_Monica_California.html
Thu 03 Mar 2016 03:45:19,LosAngeles,2117,12,143,2,Fusion/Eclectic,-118.44204,34.039058,"2117 Sawtelle Blvd.Los Angeles, CA  90025",3104771617,3.9231,1,16,25,52,49,/2117,Fri 04 Mar 2016 05:25:16,LosAngeles,Restaurant 2117,25,3,Asian,-118.44246,34.039032,"2117 Sawtelle Blvd, Los Angeles, CA 90025-6200  (Olympic) ",3104771617,1274,4.2,1,1,3,7,13,/Restaurant_Review-g32655-d379068-Reviews-Restaurant_2117-Los_Angeles_California.html
Thu 03 Mar 2016 03:45:42,LosAngeles,Don Chente Bar-Grill & Lounge,657,7,2,Mexican,-118.267227,34.04092,"1248 South Figueroa StreetLos Angeles, CA  90015",2138144865,2.4286,2,2,2,0,1,/don-chente-bar-grill-and-lounge,Fri 04 Mar 2016 09:40:20,LosAngeles,Don Chente,NotFound,NotFound,NotFound,-118.26723,34.04092,"1248 South Figueroa Street, Los Angeles, CA 90015 ",NotFound,6913,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g32655-d7997732-Reviews-Don_Chente-Los_Angeles_California.html
Thu 03 Mar 2016 03:47:32,LosAngeles,Barrel Down,184,4,2,American,-118.256148,34.047229,"525 West Seventh St.Los Angeles, CA  90014",2132328657,3.0,1,1,0,1,1,/barrel-down,Thu 03 Mar 2016 10:20:36,LosAngeles,Barrel Down,2,NotFound,NotFound,-118.25615,34.04723,"525 West 7th Street, Los Angeles, CA 90014 ",NotFound,4481,3.5,0,0,1,1,0,/Restaurant_Review-g32655-d8431347-Reviews-Barrel_Down-Los_Angeles_California.html
Thu 03 Mar 2016 03:49:01,LosAngeles,Racion,1890,53,3,Spanish,-118.153044,34.144733,"119 W Green StPasadena, CA  91105",6263963090,3.875,6,6,12,24,32,/racion-pasadena,Fri 25 Mar 2016 18:58:55,Pasadena,Racion,58,NotFound,Spanish,-118.153046,34.14485,"119 West Green Street, Pasadena, CA ",6263963090,63,4.1552,1,1,12,18,26,/Restaurant_Review-g32859-d3229726-Reviews-Racion-Pasadena_California.html
Thu 03 Mar 2016 03:57:32,LosAngeles,Drago Centro,669,2021,2,Italian,-118.256939,34.051541,"525 S. Flower St., Suite 120Los Angeles, CA  90071",2132288998,4.102,44,142,297,636,921,/drago-centro,Fri 04 Mar 2016 11:16:11,LosAngeles,Drago Centro,175,4,Italian,-118.25753,34.050858,"525 S. Flower St., Suite 120, Los Angeles, CA 90071  (Bet. 5 & 6 street) ",2132288998,82,4.1543,5,4,22,72,72,/Restaurant_Review-g32655-d1312378-Reviews-Drago_Centro-Los_Angeles_California.html
Thu 03 Mar 2016 03:59:40,LosAngeles,Petrossian Paris Boutique & Restaurant,1801,375,2,French,-118.383953,34.077762,"321 N. Robertson Blvd.West Hollywood, CA  90048",3102716300,4.5093,3,12,22,92,246,/petrossian-paris-boutique-and-restaurant,Fri 25 Mar 2016 18:47:47,WHolly,Petrossian Paris Boutique & Cafe,43,NotFound,French,-118.38399,34.07783,"321 N. Robertson Blvd., West Hollywood, CA 90048  (Beverly Blvd. & Robertson Blvd.) ",3102710576,73,4.2093,1,1,6,15,20,/Restaurant_Review-g33252-d502731-Reviews-Petrossian_Paris_Boutique_Cafe-West_Hollywood_California.html
Thu 03 Mar 2016 04:02:27,LosAngeles,The Ivy,1106,1521,4,Californian,-118.383891,34.07567,"113 N Robertson BlvdWest Hollywood, CA  90048",3102748303,4.236,47,99,167,343,865,/the-ivy,Thu 03 Mar 2016 10:36:46,LosAngeles,The Ivy,1141,4,American,-118.384155,34.075706,"113 N Robertson Blvd, Los Angeles, CA 90048-3101  (Alden Dr.) ",3102748303,16,4.099,56,66,137,332,550,/Restaurant_Review-g32655-d348150-Reviews-The_Ivy-Los_Angeles_California.html
Thu 03 Mar 2016 04:15:36,LosAngeles,Border Grill - Santa Monica,311,1220,2,Mexican,-118.4944,34.0158,"1445 4th St.Santa Monica, CA  90401",3104511655,3.7052,51,158,246,411,355,/border-grill-santa-monica,Fri 25 Mar 2016 18:59:43,SantaMonica,Border Grill,252,3,Mexican,-118.49392,34.015686,"1445 4th St, Santa Monica, CA 90401-2308 ",3104511655,80,3.8379,10,21,52,87,83,/Restaurant_Review-g33052-d350247-Reviews-Border_Grill-Santa_Monica_California.html
Thu 03 Mar 2016 04:29:12,LosAngeles,Baltaire,157,189,4,Steakhouse,-118.463998,34.054302,"11647 San Vicente BlvdLos Angeles, CA  90049",4242731660,4.0745,7,12,28,54,87,/baltaire,Fri 04 Mar 2016 09:18:59,LosAngeles,Baltaire,57,NotFound,American,-118.464,34.054302,"11647 San Vicente Blvd, Los Angeles, CA 90049 ",14242731660,328,4.0526,3,2,8,20,24,/Restaurant_Review-g32655-d7717278-Reviews-Baltaire-Los_Angeles_California.html
Thu 03 Mar 2016 04:35:59,LosAngeles,Cities Restaurant,548,9,2,Fusion/Eclectic,-118.168767,34.040369,"4512 E Cesar E Chavez AveLos Angeles, CA  90022-1117",3235264555,3.7778,0,2,1,3,3,/cities-restaurant,Fri 04 Mar 2016 10:24:08,LosAngeles,Cities Restaurant,5,NotFound,American,-118.16877,34.040367,"4512 East Cesar E Chavez Avenue, 90022, Los Angeles, CA ",NotFound,3477,4.0,0,1,1,0,3,/Restaurant_Review-g32655-d4093118-Reviews-Cities_Restaurant-Los_Angeles_California.html
Thu 03 Mar 2016 04:47:54,LosAngeles,M Street Kitchen,1388,753,2,Californian,-118.488909,34.007156,"2000 N. Main StSanta Monica, CA  90405",3103969145,3.8088,14,84,145,299,211,/m-street-kitchen,Fri 25 Mar 2016 18:41:09,SantaMonica,M Street Kitchen,295,3,American,-118.48829,34.00643,"2000 Main St., Santa Monica, CA  (Bicknell) ",3103969145,15,4.2915,4,8,24,121,138,/Restaurant_Review-g33052-d2267642-Reviews-M_Street_Kitchen-Santa_Monica_California.html
Thu 03 Mar 2016 04:49:35,LosAngeles,Kabuki Japanese Restaurant - Hollywood,1151,85,2,Japanese,-118.326685,34.098974,"1545 N Vine StreetHollywood, CA  90028",3234646003,3.9059,2,4,20,33,26,/kabuki-japanese-restaurant-hollywood,Fri 04 Mar 2016 06:33:49,LosAngeles,Kabuki - Hollywood,39,3,Japanese,-118.32665,34.098885,"1545 Vine Street, Los Angeles, CA 90028  (Between Selma Ave & West Sunset) ",3234646003,766,4.1795,1,0,6,16,16,/Restaurant_Review-g32655-d850516-Reviews-Kabuki_Hollywood-Los_Angeles_California.html
Thu 03 Mar 2016 04:52:36,LosAngeles,Toscana,2353,146,4,Italian,-118.46323,34.05431,"11633 San Vicente BlvdLos Angeles, CA  90049",3108202448,4.1655,4,11,16,40,74,/toscana,Fri 04 Mar 2016 05:33:03,LosAngeles,Toscana,44,4,Italian,-118.46323,34.054,"11633 San Vicente Blvd, Los Angeles, CA 90049-6511  (Darlington Avenue) ",3108202448,327,4.3636,0,2,6,10,26,/Restaurant_Review-g32655-d348063-Reviews-Toscana-Los_Angeles_California.html
Thu 03 Mar 2016 04:54:16,LosAngeles,The Briks,338,69,2,"Global,International",-118.26353,34.042397,"1111 S. Hope St #110Los Angeles, CA  90015",2137467766,4.2319,2,4,5,23,35,/the-briks-los-angeles,Thu 03 Mar 2016 19:40:24,LosAngeles,The Briks,12,NotFound,NotFound,-118.26371,34.042095,"1111 S. Hope Street, Los Angeles, CA 90015 ",213.746.7766,2571,3.8333,1,1,1,5,4,/Restaurant_Review-g32655-d8483384-Reviews-The_Briks-Los_Angeles_California.html
Thu 03 Mar 2016 04:59:18,LosAngeles,Perch LA,1797,1936,3,FrenchAmerican,-118.251342,34.048824,"448 S. Hill St. 13th floorLos Angeles, CA  90013",2138021770,4.0748,73,138,281,526,921,/perch-la,Thu 03 Mar 2016 18:16:03,LosAngeles,Perch,353,4,French,-118.25144,34.048813,"448 S. Hill Street, 13th Floor roof deck, Los Angeles, CA  (5th Street) ",2138021770,17,4.3173,7,8,34,121,183,/Restaurant_Review-g32655-d2241406-Reviews-Perch-Los_Angeles_California.html
Thu 03 Mar 2016 05:00:41,LosAngeles,Bank of Venice,161,1,2,Organic,-118.472303,33.987415,"80 Windward AveVenice, CA  90291",3109941110,5.0,0,0,0,0,1,/bank-of-venice,Thu 03 Mar 2016 13:12:11,LosAngeles,Bank of Venice,40,NotFound,Pub,-118.47243,33.98762,"80 Windward Ave, Los Angeles, CA 90291 ",3104505222,555,4.15,2,0,3,20,15,/Restaurant_Review-g32655-d5107301-Reviews-Bank_of_Venice-Los_Angeles_California.html
Thu 03 Mar 2016 05:04:22,LosAngeles,Ports O Call,1853,394,2,Seafood,-118.276392,33.732057,"Berth 76San Pedro, CA  90731",3108333553,4.0425,16,27,52,134,171,/ports-o-call,Fri 04 Mar 2016 05:15:43,LosAngeles,Ports O'Call Waterfront Dining,60,3,American,-118.27596,33.731808,"1200 Nagoya Way, Los Angeles, CA 90731  (Harbor Blvd) ",13108333553,1266,3.7667,4,6,6,28,16,/Restaurant_Review-g32655-d2395392-Reviews-Ports_O_Call_Waterfront_Dining-Los_Angeles_California.html
