Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Fri 25 Mar 2016 18:14:10,Houston,Cafe Helene,5,NotFound,Vietnamese,-95.37664,29.74203,"3101 Main Street, Houston, TX 77002 ",7135291100,2036,4.4,0,0,0,3,2,/Restaurant_Review-g56003-d6481776-Reviews-Cafe_Helene-Houston_Texas.html
Fri 25 Mar 2016 18:14:10,Houston,La Imperial Bakery,NotFound,NotFound,NotFound,-95.330894,29.734472,"732 Telephone Rd, Houston, TX 77023 ",7139266667,4436,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d5485114-Reviews-La_Imperial_Bakery-Houston_Texas.html
Fri 25 Mar 2016 18:14:11,Houston,El Rey Cuban and Mexican cousiine taqueria,1,NotFound,Mexican,-95.54395,29.78509,"I-10 and gessner, Houston, TX ",NotFound,1236,5.0,0,0,0,0,1,/Restaurant_Review-g56003-d5503471-Reviews-El_Rey_Cuban_and_Mexican_cousiine_taqueria-Houston_Texas.html
Fri 25 Mar 2016 18:14:12,Houston,Taqueria Michoacan,2,NotFound,Mexican,-95.40282,29.93175,"183 Aldine Bender Road, Houston, TX 77060 ",2819996030,3718,3.5,0,1,0,0,1,/Restaurant_Review-g56003-d542912-Reviews-Taqueria_Michoacan-Houston_Texas.html
Fri 25 Mar 2016 18:14:13,Houston,Benihana,98,3,Japanese,-95.36948,29.756079,"1318 Louisiana St, Houston, TX 77002  (Between Clay & Polk) ",7136598231,3013,3.6224,7,10,26,25,30,/Restaurant_Review-g56003-d442343-Reviews-Benihana-Houston_Texas.html
Fri 25 Mar 2016 18:14:14,Houston,Paul's Seafood & Oyster Boat,12,NotFound,Seafood,-95.64493,29.752998,"1704 Highway 6 S, Houston, TX 77077-2804 ",2815565086,2299,3.6667,2,1,1,3,5,/Restaurant_Review-g56003-d471313-Reviews-Paul_s_Seafood_Oyster_Boat-Houston_Texas.html
Fri 25 Mar 2016 18:14:15,Houston,Murphy's Deli,1,NotFound,Pub,-95.45518,29.757402,"1111 West Loop S, Houston, TX 77027 ",7136931119,1391,5.0,0,0,0,0,1,/Restaurant_Review-g56003-d4203407-Reviews-Murphy_s_Deli-Houston_Texas.html
Fri 25 Mar 2016 18:14:16,Houston,Qin Dynasty,67,3,Chinese,-95.427284,29.728153,"5115 Buffalo Speedway, Ste 900, Houston, TX 77005-4214 ",7136608386,260,4.3731,2,1,8,15,41,/Restaurant_Review-g56003-d442161-Reviews-Qin_Dynasty-Houston_Texas.html
Fri 25 Mar 2016 18:14:16,Houston,CiCi's Pizza,1,NotFound,Pizza,-95.43041,30.020409,"111 FM 1960 RD W, Houston, TX 77090 ",2813978577,3669,3.0,0,0,1,0,0,/Restaurant_Review-g56003-d5890029-Reviews-CiCi_s_Pizza-Houston_Texas.html
Fri 25 Mar 2016 18:14:17,Houston,Charlie's Hamburger Joint Katy Fwy,3,NotFound,NotFound,-95.53355,29.78388,"9747 Katy Fwy, Houston, TX 77024-1335 ",7139321462,1832,4.6667,0,0,0,1,2,/Restaurant_Review-g56003-d484650-Reviews-Charlie_s_Hamburger_Joint_Katy_Fwy-Houston_Texas.html
Fri 25 Mar 2016 18:14:17,Houston,Jersey Mike's Subs,NotFound,NotFound,NotFound,-95.41459,29.693495,"8001 Main St, Suite 300, Houston, TX 77025-2817 ",7136666453,4142,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d5014468-Reviews-Jersey_Mike_s_Subs-Houston_Texas.html
Fri 25 Mar 2016 18:14:19,Houston,Cafe Express Town & Country,11,2,Fast Food,-95.56252,29.77814,"780 W Sam Houston Pkwy N, Houston, TX 77024 ",7135860800,2274,3.6364,0,0,5,5,1,/Restaurant_Review-g56003-d487225-Reviews-Cafe_Express_Town_Country-Houston_Texas.html
Fri 25 Mar 2016 18:14:19,Houston,Tarboosh Mediterranean Cafe,5,NotFound,Mediterranean,-95.5867,29.928526,"10701 Jones Rd., Houston, TX 77065 ",2818071110,3827,2.8,2,0,1,1,1,/Restaurant_Review-g56003-d1995775-Reviews-Tarboosh_Mediterranean_Cafe-Houston_Texas.html
Fri 25 Mar 2016 18:14:20,Houston,Fadi's Mediterranean Grill,169,2,Mediterranean,-95.51312,29.736853,"8383 Westheimer Rd, Houston, TX 77063 ",7135320666,160,4.2604,5,4,17,59,84,/Restaurant_Review-g56003-d442568-Reviews-Fadi_s_Mediterranean_Grill-Houston_Texas.html
Fri 25 Mar 2016 18:14:21,Houston,Subway,9,2,Fast Food,-95.51363,29.979847,"5602 FM 1960 Rd W, Houston, TX 77069 ",2814401688,2888,3.8889,0,0,3,4,2,/Restaurant_Review-g56003-d890244-Reviews-Subway-Houston_Texas.html
Fri 25 Mar 2016 18:14:22,Houston,Shiv Sagar Restaurant,16,NotFound,Indian,-95.50054,29.716047,"6662 Southwest Fwy, Houston, TX 77074 ",7139770150,1184,3.9375,0,1,3,8,4,/Restaurant_Review-g56003-d3324515-Reviews-Shiv_Sagar_Restaurant-Houston_Texas.html
Fri 25 Mar 2016 18:14:23,Houston,Jack in the Box,NotFound,NotFound,NotFound,-95.47818,29.9613,"12102 Veterans Memorial Dr, Houston, TX 77067 ",2818930102,5120,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4204530-Reviews-Jack_in_the_Box-Houston_Texas.html
Fri 25 Mar 2016 18:14:23,Houston,Mod,9,NotFound,Italian,-95.47861,29.749414,"5777 San Felipe Street, Houston, TX 77057 ",713.343.4758,596,4.6667,0,0,0,3,6,/Restaurant_Review-g56003-d7684667-Reviews-Mod-Houston_Texas.html
Fri 25 Mar 2016 18:14:25,Houston,Antonio's Mexican Grille,8,NotFound,Mexican,-95.42646,29.706001,"3147 W. Holcombe Blvd., Houston, TX 77025 ",713.797.1050,3800,2.75,2,1,2,3,0,/Restaurant_Review-g56003-d487056-Reviews-Antonio_s_Mexican_Grille-Houston_Texas.html
Fri 25 Mar 2016 18:14:25,Houston,Got Banh Mi and Pho,4,NotFound,Vietnamese,NotFound,NotFound,"Houston, TX ",NotFound,2376,4.0,0,0,1,2,1,/Restaurant_Review-g56003-d4776654-Reviews-Got_Banh_Mi_and_Pho-Houston_Texas.html
Fri 25 Mar 2016 18:14:25,Houston,Tony's New York Pizza,4,NotFound,NotFound,-95.5849,29.92585,"10511 Jones Rd, Houston, TX 77065 ",2814694106,1583,4.75,0,0,0,1,3,/Restaurant_Review-g56003-d4430182-Reviews-Tony_s_New_York_Pizza-Houston_Texas.html
Fri 25 Mar 2016 18:14:25,Houston,Sonic Drive-In,5,NotFound,NotFound,-95.462715,29.73955,"5015 Westheimer Rd, Houston, TX 77056 ",7139639520,2118,4.0,0,1,0,2,2,/Restaurant_Review-g56003-d4273374-Reviews-Sonic_Drive_In-Houston_Texas.html
Fri 25 Mar 2016 18:14:26,Houston,Fantasy Cabaret,NotFound,NotFound,NotFound,-95.413086,29.884302,"8503 North Fwy, Houston, TX 77037 ",2819994551,4754,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4916754-Reviews-Fantasy_Cabaret-Houston_Texas.html
Fri 25 Mar 2016 18:14:26,Houston,Cafe India,17,NotFound,Indian,-95.5529,29.9015,"9211 West Rd., Houston, TX ",2814698100,557,4.5294,0,0,1,6,10,/Restaurant_Review-g56003-d3899901-Reviews-Cafe_India-Houston_Texas.html
Fri 25 Mar 2016 18:14:27,Houston,Arby's,1,NotFound,American,-95.51821,29.736965,"8611 Westheimer Rd, Houston, TX 77063-4201 ",7132664139,2665,4.0,0,0,0,1,0,/Restaurant_Review-g56003-d4203061-Reviews-Arby_s-Houston_Texas.html
Fri 25 Mar 2016 18:14:30,Houston,Rotisserie & Grill,NotFound,NotFound,NotFound,-95.421,29.81235,"1225 North Loop W, Houston, TX 77008-4722 ",7138618100,5647,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4201368-Reviews-Rotisserie_Grill-Houston_Texas.html
Fri 25 Mar 2016 18:14:30,Houston,Subway,1,NotFound,NotFound,-95.50055,29.71833,"5901 Hillcroft St, Houston, TX 77036 ",7137838088,2782,4.0,0,0,0,1,0,/Restaurant_Review-g56003-d4273364-Reviews-Subway-Houston_Texas.html
Fri 25 Mar 2016 18:14:32,Houston,Jimmy Johns,5,NotFound,NotFound,-95.53215,29.969255,"6940 FM 1960 Rd W, Houston, TX 77069 ",2814404034,3823,3.0,2,0,1,0,2,/Restaurant_Review-g56003-d4199923-Reviews-Jimmy_Johns-Houston_Texas.html
Fri 25 Mar 2016 18:14:32,Houston,KFC,1,NotFound,American,-95.230286,30.049858,"1712 Kingwood Dr, Houston, TX 77339 ",2813581997,2742,4.0,0,0,0,1,0,/Restaurant_Review-g56003-d4956574-Reviews-KFC-Houston_Texas.html
Fri 25 Mar 2016 18:14:32,Houston,Chestnut Hills,3,4,Steakhouse,-95.51593,29.71303,"7500 Bellerive Dr, Houston, TX 77036 ",NotFound,1206,5.0,0,0,0,0,3,/Restaurant_Review-g56003-d470183-Reviews-Chestnut_Hills-Houston_Texas.html
Fri 25 Mar 2016 18:14:33,Houston,McDonald's,NotFound,NotFound,NotFound,-95.40784,29.87076,"7518 North Fwy, Houston, TX 77037 ",2812729400,4898,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4205683-Reviews-McDonald_s-Houston_Texas.html
Fri 25 Mar 2016 18:14:33,Houston,Bone Daddy’s House of Smoke,15,NotFound,Barbecue,-95.54511,29.9547,"17381 N Gessner Dr, Houston, TX 77064 ",18329964444,541,4.4667,0,0,1,6,8,/Restaurant_Review-g56003-d7007517-Reviews-Bone_Daddy_s_House_of_Smoke-Houston_Texas.html
Fri 25 Mar 2016 18:14:34,Houston,Ranosh Authentic Middle Eastern Cuisine,6,2,Middle Eastern,-95.52067,29.72732,"3402 Fondren Rd, Houston, TX 77063 ",8322425200,2323,4.5,0,0,1,1,4,/Restaurant_Review-g56003-d442675-Reviews-Ranosh_Authentic_Middle_Eastern_Cuisine-Houston_Texas.html
Fri 25 Mar 2016 18:14:34,Houston,Wendy's,7,NotFound,NotFound,-95.09532,29.549423,"1702 Nasa Pkwy, Houston, TX 77058-3501 ",2813351759,3150,3.1429,1,0,4,1,1,/Restaurant_Review-g56003-d4199288-Reviews-Wendy_s-Houston_Texas.html
Fri 25 Mar 2016 18:14:35,Houston,Murphy's Deli,NotFound,NotFound,Pub,-95.51189,29.935898,"5825 N Sam Houston Pkwy W, Houston, TX 77086-1533 ",2814448885,4615,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d5083578-Reviews-Murphy_s_Deli-Houston_Texas.html
Fri 25 Mar 2016 18:14:36,Houston,Pizza Hut,NotFound,NotFound,Pizza,-95.1395,29.59136,"2323 Clear Lake City Blvd, Ste 110, Houston, TX 77062 ",2814861621,5252,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4203738-Reviews-Pizza_Hut-Houston_Texas.html
Fri 25 Mar 2016 18:14:39,Houston,Busy Boy Sandwiches,2,NotFound,NotFound,-95.50144,29.720657,"5722 Hillcroft, Houston, TX 77036 ",7137831188,1037,5.0,0,0,0,0,2,/Restaurant_Review-g56003-d4195384-Reviews-Busy_Boy_Sandwiches-Houston_Texas.html
Fri 25 Mar 2016 18:14:39,Houston,La Madeleine Parkway Village,3,NotFound,French,-95.627396,29.75719,"1560 Eldridge Pkwy, Ste 190, Houston, TX 77077-1763 ",2819408516,2230,4.3333,0,0,0,2,1,/Restaurant_Review-g56003-d6557769-Reviews-La_Madeleine_Parkway_Village-Houston_Texas.html
Fri 25 Mar 2016 18:14:40,Houston,Whataburger,1,NotFound,NotFound,-95.44886,29.799816,"1718 West Loop N, Houston, TX 77008 ",7138688988,2787,4.0,0,0,0,1,0,/Restaurant_Review-g56003-d4195892-Reviews-Whataburger-Houston_Texas.html
Fri 25 Mar 2016 18:14:40,Houston,Brewskis Pub & Patio,NotFound,NotFound,Pub,-95.73483,29.787043,"20940 Katy Freeway, Houston, TX 77449 ",2818296400,4703,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4927828-Reviews-Brewskis_Pub_Patio-Houston_Texas.html
Fri 25 Mar 2016 18:14:40,Houston,Goode Company Barbeque,138,2,Barbecue,-95.5084,29.783604,"8911 Katy Freeway, Houston, TX 77098-5011 ",7134641901,206,4.058,4,6,26,44,58,/Restaurant_Review-g56003-d485508-Reviews-Goode_Company_Barbeque-Houston_Texas.html
Fri 25 Mar 2016 18:14:42,Houston,Skewers Mediterranean Cafe & Grill,24,2,Mediterranean,-95.44123,29.732456,"3991 Richmond Avenue, Houston, TX 77027  (Weslayan) ",17135991444,2395,3.875,2,2,3,7,10,/Restaurant_Review-g56003-d484613-Reviews-Skewers_Mediterranean_Cafe_Grill-Houston_Texas.html
Fri 25 Mar 2016 18:14:42,Houston,Blimpie,NotFound,NotFound,NotFound,-95.38526,29.705803,"2260 Holcombe Blvd, Houston, TX 77030 ",7137950404,6150,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4197738-Reviews-Blimpie-Houston_Texas.html
Fri 25 Mar 2016 18:14:42,Houston,L As Cabamas Restaurant,NotFound,NotFound,NotFound,-95.38167,29.837587,"25 Berry Rd, Houston, TX 77022-3055 ",7136950453,4323,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4195771-Reviews-L_As_Cabamas_Restaurant-Houston_Texas.html
Fri 25 Mar 2016 18:14:43,Houston,Wings-n-Things,5,2,American,-95.48425,29.73761,"2711 Fountain View Dr, Ste A, Houston, TX 77057-5984 ",7139747921,3046,3.6,0,0,2,3,0,/Restaurant_Review-g56003-d484073-Reviews-Wings_n_Things-Houston_Texas.html
Fri 25 Mar 2016 18:14:43,Houston,Torchy's Tacos - Houston Heights,47,NotFound,Mexican,-95.40342,29.802607,"350 W. 19th Street, Houston, TX 77008 ",7135958229,242,4.3617,1,4,0,14,28,/Restaurant_Review-g56003-d5209547-Reviews-Torchy_s_Tacos_Houston_Heights-Houston_Texas.html
Fri 25 Mar 2016 18:14:46,Houston,Cousins Maine Lobster,2,NotFound,NotFound,-95.533066,29.691687,"8331 Beechnut, Houston, TX 77036 ",8322419533,3467,3.0,0,1,0,1,0,/Restaurant_Review-g56003-d8498658-Reviews-Cousins_Maine_Lobster-Houston_Texas.html
Fri 25 Mar 2016 18:14:46,Houston,Another Broken Egg,39,NotFound,American,-95.57437,29.99626,"118 A Vintage Park Blvd, Bldg G, Houston, TX 77040 ",2812573447,509,4.2051,2,2,3,11,21,/Restaurant_Review-g56003-d6022725-Reviews-Another_Broken_Egg-Houston_Texas.html
Fri 25 Mar 2016 18:14:46,Houston,El Palenque Mexican Restaurant,32,NotFound,Mexican,-95.58241,29.998207,"21161 State Hwy 249, Houston, TX 77070-1655 ",2813766960,1169,4.25,1,0,3,14,14,/Restaurant_Review-g56003-d485388-Reviews-El_Palenque_Mexican_Restaurant-Houston_Texas.html
Fri 25 Mar 2016 18:14:47,Houston,Burger King,NotFound,NotFound,NotFound,-95.278366,29.67232,"7806 Bellfort St, Houston, TX 77061 ",7136401727,4656,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4260077-Reviews-Burger_King-Houston_Texas.html
Fri 25 Mar 2016 18:14:49,Houston,Subway,NotFound,NotFound,NotFound,-95.1406,29.624504,"11510 Space Center Blvd, Houston, TX 77059 ",2819913331,6819,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4194197-Reviews-Subway-Houston_Texas.html
Fri 25 Mar 2016 18:14:50,Houston,Warehouse Bar & Chill,5,NotFound,American,-95.43672,29.788857,"3333 W. 11th St, Houston, TX 77008 ",7138022445,3384,3.0,1,1,0,3,0,/Restaurant_Review-g56003-d6641590-Reviews-Warehouse_Bar_Chill-Houston_Texas.html
Fri 25 Mar 2016 18:14:50,Houston,El Amanecer,NotFound,NotFound,NotFound,-95.68226,29.86573,"17904 W Little York Rd, Houston, TX 77084-6367 ",2818589088,4429,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g56003-d4263111-Reviews-El_Amanecer-Houston_Texas.html
Fri 25 Mar 2016 18:14:50,Houston,Nit Noi Cafe,5,NotFound,NotFound,-95.37423,29.750668,"2020 Louisiana St, Houston, TX 77002 ",7136525855,2310,3.8,0,0,1,4,0,/Restaurant_Review-g56003-d4270848-Reviews-Nit_Noi_Cafe-Houston_Texas.html
Fri 25 Mar 2016 18:14:51,Houston,Pappasito's Cantina,28,NotFound,Mexican,-95.36061,29.751534,"1600 Lamar Street, Hilton Americas Hotel, Houston, TX ",NotFound,497,4.0,0,3,6,7,12,/Restaurant_Review-g56003-d8507228-Reviews-Pappasito_s_Cantina-Houston_Texas.html
